"","State_Name","Region","year","Totalemploymentnumberofjobs","Wageandsalaryemployment","Proprietorsemployment","Farmproprietorsemployment","Nonfarmproprietorsemployment2","Farmemployment","Nonfarmemployment","Privatenonfarmemployment","Forestryfishingandrelatedactivities","Miningquarryingandoilandgasextraction","Utilities","Construction","Manufacturing","Wholesaletrade","Retailtrade","Transportationandwarehousing","Information","Financeandinsurance","Realestateandrentalandleasing","Professionalscientificandtechnicalservices","Managementofcompaniesandenterprises","Administrativeandsupportandwastemanagementandremediationservices","Educationalservices","Healthcareandsocialassistance","Artsentertainmentandrecreation","Accommodationandfoodservices","Otherservicesexceptgovernmentandgovernmententerprises","Governmentandgovernmententerprises","Federalcivilian","Military","Stateandlocal","Stategovernment","Localgovernment","Post","year_effective","State_Acronym","population"
"1","Alabama",5,2001,0.531836985751295,0.445017429807366,0.0868195559439292,0.0106738824174048,0.0761456735265243,0.0125448951279357,0.519292090623359,0.432808059030798,NA,0.00212819581908455,0.00326884431446264,0.0355651335807723,0.0750421811634525,0.0194716039854652,0.0622060804443694,0.0160424958714165,0.00914801883950207,0.0200278268094477,0.0144893247745899,0.0256527280435237,0.00214207341066882,0.0273766830496858,0.00550627020924274,0.0401895052280469,0.0058814128462627,NA,0.0327663367231962,0.0864840315925611,0.011214884657069,0.00847271732644169,0.0667964296090503,0.0213119516952373,0.045484477913813,0,2021,"AL",4467634
"2","Alabama",5,2002,0.52785312970345,0.440005990952412,0.0878471387510382,0.00935584092191026,0.078491297829128,0.0113877201993085,0.516465409504142,0.429652401994693,0.00378452303068086,0.00206803927332694,0.0031644460634599,0.0340600376465735,0.0703148977620757,0.0188174833133895,0.0620659544933148,0.0154012565375375,0.00845518917146512,0.0200138881169548,0.0146392181048189,0.0261760424848703,0.0023075434438914,0.028255911880322,0.00579162601457248,0.0420355488473555,0.00606394203329443,0.032457167703588,0.0337796860732008,0.086813007509449,0.011419415998209,0.00831590622418439,0.0670776852870557,0.0215937674452449,0.0454839178418107,0,2021,"AL",4480089
"3","Alabama",5,2003,0.526575716483057,0.436485828438427,0.0900898880446303,0.00906008250044243,0.0810298055441878,0.0109721547128661,0.515603561770191,0.428530666542911,0.00345354304027698,0.00202132079313581,0.00307339350739238,0.0345491975003392,0.0665354943531585,0.0184094960998035,0.0620338754979193,0.0149934795029012,0.00797736689159587,0.020346882007758,0.0152419534090331,0.026946428892608,0.0025549068489312,0.028344899545708,0.00613479631690171,0.0430128538060807,0.00600090019054107,0.0331747082430053,0.0337251700958212,0.0870728952272803,0.0111973133731143,0.00812391986572195,0.0677516619884441,0.0220551123561699,0.0456965496322742,0,2021,"AL",4503491
"4","Alabama",5,2004,0.535377419395422,0.441505770925606,0.0938716484698158,0.00863812424005055,0.0852335242297652,0.010769569312135,0.524607850083287,0.436767460600711,0.00355329131360538,0.00200961037395969,0.00304388101782296,0.035883850038261,0.065870856544278,0.0186963290013594,0.0623109437796876,0.0152796602930787,0.00788107167742763,0.020397600474449,0.0164039826703385,0.0281115908720208,0.00277858154835568,0.0302507609702545,0.00640183952736966,0.0435367023717375,0.0062989863220687,0.0338837304107132,0.0341741913939236,0.0878403894825755,0.0112641917007175,0.00874119816038435,0.0678349996214737,0.0220337610128525,0.0458012386086213,0,2021,"AL",4530729
"5","Alabama",5,2005,0.544187115205135,0.445590785602449,0.0985963296026855,0.00852443375592613,0.0900718958467593,0.0103488004411567,0.533838314763978,0.446559317082458,0.00347389002375375,0.00216508144220596,0.00287758449211728,0.0374959106570193,0.0669772561411264,0.0189200633287416,0.0628466641355594,0.0159588866483362,0.00788589447470953,0.0205636783188779,0.0177208874339277,0.0282937674583489,0.0028570146866223,0.0318219267561745,0.00666636760211869,0.0445592317396475,0.00658386955242073,0.0345251055570205,0.0343662366337294,0.0872789976815203,0.0112759734824571,0.00806445789262343,0.0679385663064398,0.0219889032464186,0.0459496630600212,0,2021,"AL",4569805
"6","Alabama",5,2006,0.549915197318805,0.447842408512802,0.102072788806003,0.0082050455597031,0.0938677432462998,0.0101547187167111,0.539760478602094,0.452384876930797,0.00340074845846202,0.00224757889479348,0.00288465215130501,0.0386113055983596,0.0669583651347888,0.0192167563444309,0.0619281003745749,0.0162761523540494,0.0076271645962686,0.0205561439979987,0.0189207948790457,0.0291662463077727,0.00305207560800098,0.0325909741258389,0.00702962487856399,0.0454655139003595,0.00683087703319586,0.0352466341944372,0.0343751680985513,0.0873756016712966,0.0111782701203569,0.00799225574699918,0.0682050758039404,0.0221139382512047,0.0460911375527357,0,2021,"AL",4628981
"7","Alabama",5,2007,0.557285933179822,0.448497273606629,0.108788659573193,0.00922929096652143,0.0995593686066717,0.0108612749420053,0.546424658237817,0.458713972659025,0.00334379092800096,0.00228426395939086,0.00295666018952072,0.0392504344253174,0.0651053748897887,0.0191665025979918,0.0626593249501374,0.0165100880834781,0.00706572448446769,0.0212699343439964,0.0202865923078898,0.0301722293080867,0.00330805249056248,0.0336495578705883,0.00723756858783952,0.0467255459206821,0.00706872052113918,0.0357782419256812,0.0348753648744661,0.0877106855787915,0.011122572140283,0.00776016298439493,0.0688279504541136,0.0224518708108987,0.0463760796432148,0,2021,"AL",4672840
"8","Alabama",5,2008,0.547369063580522,0.439786435776649,0.107582627803873,0.00886904895631942,0.0987135788475535,0.0105080193615963,0.536861044218926,0.449855093228231,0.00335996351155503,0.00247191411311842,0.00308167977404971,0.0369672286458031,0.0615127868516127,0.0186986324887044,0.0606202866089357,0.0159079531499896,0.0069062266463143,0.0218243968152302,0.0203339998295962,0.0303759522157362,0.00335021404321897,0.0328442632644696,0.00746067467168665,0.0470753078606572,0.00715992476801564,0.035577717462951,0.0343259705065866,0.0870059509906943,0.0111381317390551,0.00680597667842396,0.0690618425732153,0.0225113104429946,0.0465505321302207,0,2021,"AL",4718206
"9","Alabama",5,2009,0.521131422897902,0.413643473286117,0.107487949611786,0.00864450104225822,0.0988434485695274,0.0106312860739253,0.510500136823977,0.424098632642964,0.00314274797191556,0.00229637292457363,0.00299457454048371,0.0321994527881616,0.0535181416823843,0.0171656293125299,0.057541102889529,0.0147091029769619,0.00635149091896532,0.0222930605653121,0.0196259387995388,0.0291853319652337,0.00348028915046812,0.0305327644034033,0.00768778407789257,0.0465569328562079,0.00712976924037262,0.0343255838978986,0.0333625616811316,0.0864015041810129,0.0113677395544036,0.00696331057697683,0.0680704540496324,0.0222022649307326,0.0458681891188998,0,2021,"AL",4757938
"10","Alabama",5,2010,0.51411509819008,0.40740033359008,0.106714764599999,0.00851423692418411,0.098200527675815,0.0101495889469762,0.503965509243103,0.417687420828776,0.00311377210473107,0.0025056869544212,0.00304084367948772,0.0300166293526672,0.0510281654175497,0.0164617635639557,0.0563070132069408,0.0144908154066627,0.00608482181851312,0.0214384494539145,0.0199194903619548,0.0286663041838348,0.00352041598875272,0.0320554907999433,0.00789256911587763,0.0472331707732962,0.00688013868520706,0.0339399278739964,0.0330919520870694,0.0862780884143271,0.0122210487734442,0.00684377895456998,0.0672132606863129,0.0219928308641454,0.0452204298221675,0,2021,"AL",4785514
"11","Alabama",5,2011,0.520450066900823,0.406132165690691,0.114317901210132,0.00834374730448646,0.105974153905645,0.0100497078740456,0.510400359026777,0.425448606375225,0.00312252455495639,0.00248497700453492,0.00304001840137244,0.0289407001605536,0.0513207026690741,0.0166668680705769,0.0570748818349369,0.014942156102476,0.00601336516348511,0.0227673230628451,0.0202065070686522,0.0285096263429647,0.00363214589754819,0.0340042028134598,0.00792246588391384,0.0480956704687558,0.00699322991173092,0.0346100813352329,0.0351011596281556,0.0849517526515519,0.0119956863449399,0.00681384153234762,0.0661422247742644,0.0217616230543861,0.0443806017198783,0,2021,"AL",4799642
"12","Alabama",5,2012,0.519793914087686,0.407731792671726,0.11206212141596,0.00792898440237909,0.104133137013581,0.00945473932822769,0.510339174759458,0.426634627681749,0.00327614814667178,0.00290825622551193,0.00302555810782306,0.0284101006678526,0.0524121419282187,0.0166545835347189,0.0566281584310365,0.0152843314581641,0.00586260274814435,0.022343413405882,0.0197804191808716,0.0285137000293981,0.0038176053308619,0.0343630154846789,0.00794040316968371,0.0481888589371162,0.00702295712024502,0.0353226071661692,0.0348797666087009,0.0837045470777091,0.0116519177715881,0.00644931977365097,0.06560330953247,0.0214751718628286,0.0441281376696414,0,2021,"AL",4816632
"13","Alabama",5,2013,0.522192919674823,0.409662996788218,0.112529922886605,0.00793466162042857,0.104595261266176,0.00953103183923457,0.512661887835589,0.429757640658782,0.00331609537737712,0.00282039893318674,0.00304268619041449,0.0280787716497233,0.053593581900436,0.0167702696381685,0.0568856685982615,0.0155648683475778,0.00589620054367241,0.0226043787692075,0.0198382063363873,0.0286781607530115,0.00363441735281127,0.0343291002167818,0.00829644758470614,0.0484385458522315,0.00704220104951045,0.0362928446270024,0.0346347969383138,0.082904247176807,0.0113192645230779,0.00632442431946777,0.0652605583342613,0.0212102195842111,0.0440503387500502,0,2021,"AL",4831586
"14","Alabama",5,2014,0.526918781923957,0.412149338413708,0.114769443510248,0.00781214999906064,0.106957293511188,0.00893834657001402,0.517980435353943,0.435371903965884,0.00341471884208412,0.00269275561410539,0.00303009845497392,0.0280002816007558,0.0541860551057995,0.0175833246107293,0.0575929287655378,0.0157894617317166,0.00581864787456462,0.0223445244859496,0.0204123386550508,0.0289010324053515,0.00354478370729047,0.0352702882092896,0.00843873232588805,0.0486752274122233,0.00727640662571069,0.0372943452545008,0.0351059522843623,0.0826085313880584,0.0110588167772115,0.00620698440068071,0.0653427302101662,0.021331670154676,0.0440110600554902,0,2021,"AL",4843737
"15","Alabama",5,2015,0.533006385635009,0.41718665000413,0.115819735630879,0.00763779704346397,0.108181938587415,0.0092084066026984,0.523797979032311,0.441588670024304,0.00332639656027237,0.00267673065209855,0.00308169044140411,0.0280355351185208,0.0551801998968856,0.0178029880924108,0.0584017518321547,0.0162321725515948,0.00564327738942239,0.0224015269002676,0.0206358527833158,0.0294465089520625,0.00359252476362069,0.0353909314136948,0.00848026171195824,0.0498370376717655,0.00715023863996129,0.0384030000805388,0.0358700445723544,0.0822093090080071,0.0109349442191578,0.00616173303015591,0.0651126317586934,0.0213260970630528,0.0437865346956406,0,2021,"AL",4854803
"16","Alabama",5,2016,0.538289652553698,0.421245765205399,0.117043887348299,0.00766002633339525,0.109383861014904,0.00914210170739686,0.529147550846301,0.446560631738481,0.00330996148617661,0.00235430744978655,0.00307428417382671,0.0291159080336581,0.0557268970482598,0.0167916489275141,0.0584046186999982,0.0162257768105031,0.00556605293308326,0.0229757640711889,0.0212536964558406,0.02988766390566,0.00406117007724134,0.0361673239056929,0.00857273655262652,0.0506069255843236,0.00777426921540619,0.0396032402240147,0.0350883861836795,0.0825869191078206,0.0109693714011437,0.00608774839607925,0.0655297993105976,0.0216749157150536,0.043854883595544,0,2021,"AL",4866824
"17","Alabama",5,2017,0.543097165655765,0.425023508663099,0.118073656992666,0.00741822091029726,0.110655436082369,0.00917529744327017,0.533921868212495,0.45102377229633,0.00320541928241331,0.00213858620837398,0.00289873552400385,0.0292179830663825,0.056195493675775,0.0166787993986866,0.0582385487134145,0.0166564541248453,0.00563551906328612,0.0231798390689278,0.0219061584599719,0.0307251615368546,0.00382678189721215,0.0372713017598031,0.00868882648156853,0.0512340228729503,0.00808140403760648,0.0406382630219133,0.0346064741023401,0.0828980959161655,0.0109100287024017,0.00592621262573573,0.066061854588028,0.022039615095483,0.044022239492545,0,2021,"AL",4877989
"18","Alabama",5,2018,0.550414708559195,0.429055520984016,0.121359187575179,0.00730656542157335,0.114052622153606,0.00878889400420474,0.541625814554991,0.458500319321093,0.00325617565358609,0.00197112290632076,0.00291436715956324,0.0302627264379057,0.0567539068792639,0.0168258910939262,0.0578860453002559,0.01745778705985,0.00565885222670244,0.0236925211810874,0.0226403152488292,0.0317607962011829,0.0039111723131849,0.0378434337198168,0.0084718216511967,0.0518115850183211,0.00854848324525087,0.0410354180653149,0.0357978979595341,0.0831254952338976,0.0108497620832982,0.00589517436730675,0.0663805587832926,0.0222576205713108,0.0441229382119818,0,2021,"AL",4891628
"19","Alabama",5,2019,0.552588700204667,0.433326643527409,0.119262056677258,0.00704018875440228,0.112221867922856,0.0082349813008039,0.544353718903863,0.460783440794708,0.00332479958597912,0.00186900273331208,0.00280279097344826,0.0310627724525338,0.0568991425162975,0.0167238356426747,0.0572241244589153,0.0185865221125253,0.0055709443730752,0.0229824377313204,0.0215995835341124,0.0319486793406228,0.00396314969646279,0.038806918957246,0.00870544105347125,0.0528669214226263,0.0085204356591785,0.0414701408832378,0.0358557976676688,0.0835702781091552,0.011028399754277,0.00584580370886915,0.0666960746460091,0.0225350017777225,0.0441610728682865,0,2021,"AL",4907965
"20","Alabama",5,2020,0.5308182017638,0.406234747203025,0.124583454560775,0.00686783267592288,0.117715621884852,0.00814489421812672,0.522673307545673,0.4418430227844,0.00317496657302344,0.00173693088684432,0.00268469100118763,0.031299931794659,0.0535091965919588,0.0160654183022435,0.0555571454236442,0.0195579610259737,0.00508022474375301,0.0239183729925928,0.0235413755220729,0.0315890890532812,0.00388563760864761,0.0358217153722756,0.0074449547921009,0.0500440790927577,0.00747555975280731,0.0356440476133695,0.0338117246412065,0.0808302847612734,0.0111213260135807,0.00567881007912774,0.064030148668565,0.0221442789391764,0.0418858697293886,0,2021,"AL",5031864
"21","Alabama",5,2021,0.548367449578052,0.414894918798189,0.133472530779862,0.00675869934539579,0.126713831434466,0.00801999057496664,0.540347459003085,0.460151117341665,0.00310293482866636,0.0016681913044167,0.00267861032239158,0.0313364538905983,0.0544471901124272,0.016398766033447,0.0571560951849168,0.0234406123895628,0.00550057619426657,0.02498782269849,0.0260420007999398,0.0331733453720314,0.00389218237043549,0.0377830975094943,0.00758378577453578,0.0507850894388145,0.00799464594743366,0.0373985719886424,0.0347811451811547,0.0801963416614195,0.0110112506385658,0.00564195169472396,0.0635431393281298,0.021589662560045,0.0419534767680848,1,2021,"AL",5050380
"22","Alabama",5,2022,0.565625909679393,0.424527626956999,0.141098282722393,0.00665838507358142,0.134439897648812,0.0081207701447978,0.557505139534595,0.477143729393329,0.00307751251846951,0.00173929221745075,0.00265574647367125,0.032634640433607,0.0560335899208164,0.0172533846232378,0.0583609895577428,0.0247099717909467,0.00592837505959416,0.0266682275952063,0.0286794997854709,0.0346043272802022,0.00411241602371981,0.0383416868631505,0.00794536277102656,0.0518098197777924,0.00823173009022837,0.0387120132174383,0.0356451433935572,0.080361410141266,0.0108971338238039,0.00545241010716996,0.0640118662102922,0.0214925275473339,0.0425193386629583,1,2021,"AL",5073903
"23","Alaska",8,2001,0.622623139144788,0.494690033674497,0.127933105470291,0.000882101389585838,0.127051004080705,0.00122294915371919,0.621400189991068,0.467816712270835,NA,NA,0.00266839615346986,0.035250917606365,0.0226064123563627,0.0113363441552498,0.0669087316991577,0.0355728293836021,0.0128512231069536,0.0151219635356012,0.0187576730196903,0.0308056946824593,0.00511745045872428,0.0243690371366263,0.0069289932051367,0.0534515570115226,0.0136212865740697,0.0444332932521611,NA,0.153583477720233,0.0258397321189054,0.0347333339645329,0.0930104116367951,0.0364233707950274,0.0565870408417677,0,NA,"AK",633714
"24","Alaska",8,2002,0.626138615711068,0.497480294611707,0.128658321099361,0.000825112051773446,0.127833209047587,0.00115827050286688,0.624980345208201,0.468509520703307,0.0208333008996835,0.0181727037365121,0.00286453995332668,0.0364014528199372,0.0203491313749636,0.0110160242987715,0.0670956211459094,0.0348150581392633,0.0121742948016384,0.0148566873774981,0.0181291129111354,0.0305742935561862,0.00514371739445182,0.024177339932154,0.0071488953617805,0.0556514726693309,0.0138447575026816,0.045596003344039,0.0296651134840434,0.156470824504894,0.0261326998133379,0.0355841248441239,0.0947539998474321,0.0372312353172867,0.0575227645301454,0,NA,"AK",642337
