"state","year","sales"
"Indiana",1983,33.34
"Indiana",1984,33.34
"Kansas",1976,33.34
"Kansas",1977,33.34
"Kansas",1978,33.34
"Kansas",1979,33.34
"Kansas",1980,33.34
"Kansas",1981,33.34
"Kansas",1982,33.34
"Kansas",1983,33.34
"Kansas",1984,33.34
"Kentucky",1976,33.34
"Kentucky",1977,33.34
"Kentucky",1978,33.34
"Kentucky",1979,33.34
"Kentucky",1980,33.34
"Kentucky",1981,33.34
"Kentucky",1982,33.34
"Kentucky",1983,33.34
"Kentucky",1984,33.34
"Louisiana",1976,33.34
"Louisiana",1977,33.34
"Louisiana",1978,33.34
"Louisiana",1979,33.34
"Louisiana",1980,33.34
"Louisiana",1981,33.34
"Louisiana",1982,33.34
"Louisiana",1983,33.34
"Louisiana",1984,33.34
"Massachusetts",1976,50
"Massachusetts",1977,50
"Massachusetts",1978,50
"Massachusetts",1979,50
"Massachusetts",1980,50
"Massachusetts",1981,50
"Massachusetts",1982,50
"Massachusetts",1983,50
"Massachusetts",1984,50
"Maryland",1976,33.34
"Maryland",1977,33.34
"Maryland",1978,33.34
"Maryland",1979,33.34
"Maryland",1980,33.34
"Maryland",1981,33.34
"Maryland",1982,33.34
"Maryland",1983,33.34
"Maryland",1984,33.34
"Maine",1976,33.34
"Maine",1977,33.34
"Maine",1978,33.34
"Maine",1979,33.34
"Maine",1980,33.34
"Maine",1981,33.34
"Maine",1982,33.34
"Maine",1983,33.34
"Maine",1984,33.34
"Michigan",1976,33.34
"Michigan",1977,33.34
"Michigan",1978,33.34
"Michigan",1979,33.34
"Michigan",1980,33.34
"Michigan",1981,33.34
"Michigan",1982,33.34
"Michigan",1983,33.34
"Michigan",1984,33.34
"Minnesota",1976,33.34
"Minnesota",1977,33.34
"Minnesota",1978,33.34
"Minnesota",1979,33.34
"Minnesota",1980,33.34
"Minnesota",1981,33.34
"Minnesota",1982,33.34
"Minnesota",1983,33.34
"Minnesota",1984,33.34
"Missouri",1976,33.34
"Missouri",1977,33.34
"Missouri",1978,33.34
"Missouri",1979,33.34
"Missouri",1980,33.34
"Missouri",1981,33.34
"Missouri",1982,33.34
"Missouri",1983,33.34
"Missouri",1984,33.34
"Mississippi",1976,33.34
"Mississippi",1977,33.34
"Mississippi",1978,33.34
"Mississippi",1979,33.34
"Mississippi",1980,33.34
"Mississippi",1981,33.34
"Mississippi",1982,33.34
"Mississippi",1983,33.34
"Mississippi",1984,33.34
"Montana",1976,33.34
"Montana",1977,33.34
"Montana",1978,33.34
"Montana",1979,33.34
"Montana",1980,33.34
"Montana",1981,33.34
"Montana",1982,33.34
"Montana",1983,33.34
"Montana",1984,33.34
"North Carolina",1976,33.34
"North Carolina",1977,33.34
"North Carolina",1978,33.34
"North Carolina",1979,33.34
"North Carolina",1980,33.34
"North Carolina",1981,33.34
"North Carolina",1982,33.34
"North Carolina",1983,33.34
"North Carolina",1984,33.34
"North Dakota",1976,33.34
"North Dakota",1977,33.34
"North Dakota",1978,33.34
"North Dakota",1979,33.34
"North Dakota",1980,33.34
"North Dakota",1981,33.34
"North Dakota",1982,33.34
"North Dakota",1983,33.34
"North Dakota",1984,33.34
"Nebraska",1976,33.34
"Nebraska",1977,33.34
"Nebraska",1978,33.34
"Nebraska",1979,33.34
"Nebraska",1980,33.34
"Nebraska",1981,33.34
"Nebraska",1982,33.34
"Nebraska",1983,33.34
"Nebraska",1984,33.34
"New Hampshire",1976,33.34
"New Hampshire",1977,33.34
"New Hampshire",1978,33.34
"New Hampshire",1979,33.34
"New Hampshire",1980,33.34
"New Hampshire",1981,33.34
"New Hampshire",1982,33.34
"New Hampshire",1983,33.34
"New Hampshire",1984,33.34
"New Jersey",1976,33.34
"New Jersey",1977,33.34
"New Jersey",1978,33.34
"New Jersey",1979,33.34
"New Jersey",1980,33.34
"New Jersey",1981,33.34
"New Jersey",1982,33.34
"New Jersey",1983,33.34
"New Jersey",1984,33.34
"New Mexico",1976,33.34
"New Mexico",1977,33.34
"New Mexico",1978,33.34
"New Mexico",1979,33.34
"New Mexico",1980,33.34
"New Mexico",1981,33.34
"New Mexico",1982,33.34
"New Mexico",1983,33.34
"New Mexico",1984,33.34
"Nevada",1976,NA
"Nevada",1977,NA
"Nevada",1978,NA
"Nevada",1979,NA
"Nevada",1980,NA
"Nevada",1981,NA
"Nevada",1982,NA
"Nevada",1983,NA
"Nevada",1984,NA
"New York",1976,50
"New York",1977,50
"New York",1978,50
"New York",1979,50
"New York",1980,50
"New York",1981,50
"New York",1982,50
"New York",1983,50
"New York",1984,50
"Ohio",1976,33.34
"Ohio",1977,33.34
"Ohio",1978,33.34
"Ohio",1979,33.34
"Ohio",1980,33.34
"Ohio",1981,33.34
"Ohio",1982,33.34
"Ohio",1983,33.34
"Ohio",1984,33.34
"Oklahoma",1976,33.34
"Oklahoma",1977,33.34
"Oklahoma",1978,33.34
"Oklahoma",1979,33.34
"Oklahoma",1980,33.34
"Oklahoma",1981,33.34
"Oklahoma",1982,33.34
"Oklahoma",1983,33.34
"Oklahoma",1984,33.34
"Oregon",1976,33.34
"Oregon",1977,33.34
"Oregon",1978,33.34
"Oregon",1979,33.34
"Oregon",1980,33.34
"Oregon",1981,33.34
"Oregon",1982,33.34
"Oregon",1983,33.34
"Oregon",1984,33.34
"Pennsylvania",1976,33.34
"Pennsylvania",1977,33.34
"Pennsylvania",1978,33.34
"Pennsylvania",1979,33.34
"Pennsylvania",1980,33.34
"Pennsylvania",1981,33.34
"Pennsylvania",1982,33.34
"Pennsylvania",1983,33.34
"Pennsylvania",1984,33.34
"Rhode Island",1976,33.34
"Rhode Island",1977,33.34
"Rhode Island",1978,33.34
"Rhode Island",1979,33.34
"Rhode Island",1980,33.34
"Rhode Island",1981,33.34
"Rhode Island",1982,33.34
"Rhode Island",1983,33.34
"Rhode Island",1984,33.34
"South Carolina",1976,33.34
"South Carolina",1977,33.34
"South Carolina",1978,33.34
"South Carolina",1979,33.34
"South Carolina",1980,33.34
"South Carolina",1981,33.34
"South Carolina",1982,33.34
"South Carolina",1983,33.34
"South Carolina",1984,33.34
"South Dakota",1976,NA
"South Dakota",1977,NA
"South Dakota",1978,NA
"South Dakota",1979,NA
"South Dakota",1980,NA
"South Dakota",1981,NA
"South Dakota",1982,NA
"South Dakota",1983,NA
"South Dakota",1984,NA
"Tennessee",1976,33.34
"Tennessee",1977,33.34
"Tennessee",1978,33.34
"Tennessee",1979,33.34
"Tennessee",1980,33.34
"Tennessee",1981,33.34
"Tennessee",1982,33.34
"Tennessee",1983,33.34
"Tennessee",1984,33.34
"Texas",1976,100
"Texas",1977,100
"Texas",1978,100
"Texas",1979,100
"Texas",1980,100
"Texas",1981,100
"Texas",1982,100
"Texas",1983,100
"Texas",1984,100
"Utah",1976,33.34
"Utah",1977,33.34
"Utah",1978,33.34
"Utah",1979,33.34
"Utah",1980,33.34
"Utah",1981,33.34
"Utah",1982,33.34
"Utah",1983,33.34
"Utah",1984,33.34
"Virginia",1976,33.34
"Virginia",1977,33.34
"Virginia",1978,33.34
"Virginia",1979,33.34
"Virginia",1980,33.34
"Virginia",1981,33.34
"Virginia",1982,33.34
"Virginia",1983,33.34
"Virginia",1984,33.34
"Vermont",1976,33.34
"Vermont",1977,33.34
"Vermont",1978,33.34
"Vermont",1979,33.34
"Vermont",1980,33.34
"Vermont",1981,33.34
"Vermont",1982,33.34
"Vermont",1983,33.34
"Vermont",1984,33.34
"Washington",1976,NA
"Washington",1977,NA
"Washington",1978,NA
"Washington",1979,NA
"Washington",1980,NA
"Washington",1981,NA
"Washington",1982,NA
"Washington",1983,NA
"Washington",1984,NA
"Wisconsin",1976,50
"Wisconsin",1977,50
"Wisconsin",1978,50
"Wisconsin",1979,50
"Wisconsin",1980,50
"Wisconsin",1981,50
"Wisconsin",1982,50
"Wisconsin",1983,50
"Wisconsin",1984,50
"West Virginia",1976,33.34
"West Virginia",1977,33.34
"West Virginia",1978,33.34
"West Virginia",1979,33.34
"West Virginia",1980,33.34
"West Virginia",1981,33.34
"West Virginia",1982,33.34
"West Virginia",1983,33.34
"West Virginia",1984,33.34
"Wyoming",1976,NA
"Wyoming",1977,NA
"Wyoming",1978,NA
"Wyoming",1979,NA
"Wyoming",1980,NA
"Wyoming",1981,NA
"Wyoming",1982,NA
"Wyoming",1983,NA
"Wyoming",1984,NA
"Alabama",1985,33.34
"Alabama",1986,33.34
"Alabama",1987,33.34
"Alabama",1988,33.34
"Alabama",1989,33.34
"Alabama",1990,33.34
"Alabama",1991,33.34
"Alabama",1992,33.34
"Alabama",1993,33.34
"Alabama",1994,33.34
"Alabama",1995,33.34
"Alabama",1996,33.34
"Alabama",1997,33.34
"Alabama",1998,33.34
"Alabama",1999,33.34
"Alabama",2000,33.34
"Alabama",2001,33.34
"Alabama",2002,33.34
"Alabama",2003,33.34
"Alabama",2004,33.34
"Alabama",2005,33.34
"Alabama",2006,33.34
"Alabama",2007,33.34
"Alabama",2008,33.34
"Alabama",2009,33.34
"Alabama",2010,33.34
"Alabama",2011,50
"Alabama",2012,50
"Alabama",2013,50
"Alabama",2014,50
"Alabama",2015,50
"Alabama",2016,50
"Alabama",2017,50
"Alabama",2018,50
"Alabama",2019,50
"Alabama",2020,50
"Alabama",2021,100
"Alabama",2022,100
"Alabama",2023,100
"Alaska",1985,33.34
"Alaska",1986,33.34
"Alaska",1987,33.34
"Alaska",1988,33.34
"Alaska",1989,33.34
"Alaska",1990,33.34
"Alaska",1991,33.34
"Alaska",1992,33.34
"Alaska",1993,33.34
"Alaska",1994,33.34
"Alaska",1995,33.34
"Alaska",1996,33.34
"Alaska",1997,33.34
"Alaska",1998,33.34
"Alaska",1999,33.34
"Alaska",2000,33.34
"Alaska",2001,33.34
"Alaska",2002,33.34
"Alaska",2003,33.34
"Alaska",2004,33.34
"Alaska",2005,33.34
"Alaska",2006,33.34
"Alaska",2007,33.34
"Alaska",2008,33.34
"Alaska",2009,33.34
"Alaska",2010,33.34
"Alaska",2011,33.34
"Alaska",2012,33.34
"Alaska",2013,33.34
"Alaska",2014,33.34
"Alaska",2015,33.34
"Alaska",2016,33.34
"Alaska",2017,33.34
"Alaska",2018,33.34
"Alaska",2019,33.34
"Alaska",2020,33.34
"Alaska",2021,33.34
"Alaska",2022,33.34
"Alaska",2023,33.34
"Arizona",1985,33.34
"Arizona",1986,33.34
"Arizona",1987,33.34
"Arizona",1988,33.34
"Arizona",1989,33.34
"Arizona",1990,33.34
"Arizona",1991,50
"Arizona",1992,50
"Arizona",1993,50
"Arizona",1994,50
"Arizona",1995,50
"Arizona",1996,50
"Arizona",1997,50
"Arizona",1998,50
"Arizona",1999,50
"Arizona",2000,50
"Arizona",2001,50
"Arizona",2002,50
"Arizona",2003,50
"Arizona",2004,50
"Arizona",2005,50
"Arizona",2006,50
"Arizona",2007,60
"Arizona",2008,70
"Arizona",2009,80
"Arizona",2010,80
"Arizona",2011,80
"Arizona",2012,80
"Arizona",2013,80
"Arizona",2014,85
"Arizona",2015,90
"Arizona",2016,95
"Arizona",2017,100
"Arizona",2018,100
"Arizona",2019,100
"Arizona",2020,100
"Arizona",2021,100
"Arizona",2022,100
"Arizona",2023,100
"Arkansas",1985,33.34
"Arkansas",1986,33.34
"Arkansas",1987,33.34
"Arkansas",1988,33.34
"Arkansas",1989,33.34
"Arkansas",1990,33.34
"Arkansas",1991,33.34
"Arkansas",1992,33.34
"Arkansas",1993,33.34
"Arkansas",1994,33.34
"Arkansas",1995,50
"Arkansas",1996,50
"Arkansas",1997,50
"Arkansas",1998,50
"Arkansas",1999,50
"Arkansas",2000,50
"Arkansas",2001,50
"Arkansas",2002,50
"Arkansas",2003,50
"Arkansas",2004,50
"Arkansas",2005,50
"Arkansas",2006,50
"Arkansas",2007,50
"Arkansas",2008,50
"Arkansas",2009,50
"Arkansas",2010,50
"Arkansas",2011,50
"Arkansas",2012,50
"Arkansas",2013,50
"Arkansas",2014,50
"Arkansas",2015,50
"Arkansas",2016,50
"Arkansas",2017,50
"Arkansas",2018,50
"Arkansas",2019,50
"Arkansas",2020,50
"Arkansas",2021,100
"Arkansas",2022,100
"Arkansas",2023,100
"California",1985,33.34
"California",1986,33.34
"California",1987,33.34
"California",1988,33.34
"California",1989,33.34
"California",1990,33.34
"California",1991,33.34
"California",1992,33.34
"California",1993,50
"California",1994,50
"California",1995,50
"California",1996,50
"California",1997,50
"California",1998,50
"California",1999,50
"California",2000,50
"California",2001,50
"California",2002,50
"California",2003,50
"California",2004,50
"California",2005,50
"California",2006,50
"California",2007,50
"California",2008,50
"California",2009,50
"California",2010,50
"California",2011,100
"California",2012,100
"California",2013,100
"California",2014,100
"California",2015,100
"California",2016,100
"California",2017,100
"California",2018,100
"California",2019,100
"California",2020,100
"California",2021,100
"California",2022,100
"California",2023,100
"Colorado",1985,33.34
"Colorado",1986,33.34
"Colorado",1987,33.34
"Colorado",1988,33.34
"Colorado",1989,33.34
"Colorado",1990,33.34
"Colorado",1991,33.34
"Colorado",1992,33.34
"Colorado",1993,33.34
"Colorado",1994,33.34
"Colorado",1995,33.34
"Colorado",1996,33.34
"Colorado",1997,33.34
"Colorado",1998,33.34
"Colorado",1999,33.34
"Colorado",2000,33.34
"Colorado",2001,33.34
"Colorado",2002,33.34
"Colorado",2003,33.34
"Colorado",2004,33.34
"Colorado",2005,33.34
"Colorado",2006,33.34
"Colorado",2007,33.34
"Colorado",2008,33.34
"Colorado",2009,100
"Colorado",2010,100
"Colorado",2011,100
"Colorado",2012,100
"Colorado",2013,100
"Colorado",2014,100
"Colorado",2015,100
"Colorado",2016,100
"Colorado",2017,100
"Colorado",2018,100
"Colorado",2019,100
"Colorado",2020,100
"Colorado",2021,100
"Colorado",2022,100
"Colorado",2023,100
"Connecticut",1985,50
"Connecticut",1986,50
"Connecticut",1987,50
"Connecticut",1988,50
"Connecticut",1989,50
"Connecticut",1990,50
"Connecticut",1991,50
"Connecticut",1992,50
"Connecticut",1993,50
"Connecticut",1994,50
"Connecticut",1995,50
"Connecticut",1996,50
"Connecticut",1997,50
"Connecticut",1998,50
"Connecticut",1999,50
"Connecticut",2000,50
"Connecticut",2001,50
"Connecticut",2002,50
"Connecticut",2003,50
"Connecticut",2004,50
"Connecticut",2005,50
"Connecticut",2006,50
"Connecticut",2007,50
"Connecticut",2008,50
"Connecticut",2009,50
"Connecticut",2010,50
"Connecticut",2011,50
"Connecticut",2012,50
"Connecticut",2013,50
"Connecticut",2014,50
"Connecticut",2015,50
"Connecticut",2016,100
"Connecticut",2017,100
"Connecticut",2018,100
"Connecticut",2019,100
"Connecticut",2020,100
"Connecticut",2021,100
"Connecticut",2022,100
"Connecticut",2023,100
"Delaware",1985,33.34
"Delaware",1986,33.34
"Delaware",1987,33.34
"Delaware",1988,33.34
"Delaware",1989,33.34
"Delaware",1990,33.34
"Delaware",1991,33.34
"Delaware",1992,33.34
"Delaware",1993,33.34
"Delaware",1994,33.34
"Delaware",1995,33.34
"Delaware",1996,33.34
"Delaware",1997,33.34
"Delaware",1998,33.34
"Delaware",1999,33.34
"Delaware",2000,33.34
"Delaware",2001,33.34
"Delaware",2002,33.34
"Delaware",2003,33.34
"Delaware",2004,33.34
"Delaware",2005,33.34
"Delaware",2006,33.34
"Delaware",2007,33.34
"Delaware",2008,33.34
"Delaware",2009,33.34
"Delaware",2010,33.34
"Delaware",2011,33.34
"Delaware",2012,33.34
"Delaware",2013,33.34
"Delaware",2014,33.34
"Delaware",2015,33.34
"Delaware",2016,33.34
"Delaware",2017,50
"Delaware",2018,60
"Delaware",2019,75
"Delaware",2020,100
"Delaware",2021,100
"Delaware",2022,100
"Delaware",2023,100
"Florida",1985,50
"Florida",1986,50
"Florida",1987,50
"Florida",1988,50
"Florida",1989,50
"Florida",1990,50
"Florida",1991,50
"Florida",1992,50
"Florida",1993,50
"Florida",1994,50
"Florida",1995,50
"Florida",1996,50
"Florida",1997,50
"Florida",1998,50
"Florida",1999,50
"Florida",2000,50
"Florida",2001,50
"Florida",2002,50
"Florida",2003,50
"Florida",2004,50
"Florida",2005,50
"Florida",2006,50
"Florida",2007,50
"Florida",2008,50
"Florida",2009,50
"Florida",2010,50
"Florida",2011,50
"Florida",2012,50
"Florida",2013,50
"Florida",2014,50
"Florida",2015,50
"Florida",2016,50
"Florida",2017,50
"Florida",2018,50
"Florida",2019,50
"Florida",2020,50
"Florida",2021,50
"Florida",2022,50
"Florida",2023,50
"Georgia",1985,33.34
"Georgia",1986,33.34
"Georgia",1987,33.34
"Georgia",1988,33.34
"Georgia",1989,33.34
"Georgia",1990,33.34
"Georgia",1991,33.34
"Georgia",1992,33.34
"Georgia",1993,33.34
"Georgia",1994,33.34
"Georgia",1995,50
"Georgia",1996,50
"Georgia",1997,50
"Georgia",1998,50
"Georgia",1999,50
"Georgia",2000,50
"Georgia",2001,50
"Georgia",2002,50
"Georgia",2003,50
"Georgia",2004,50
"Georgia",2005,50
"Georgia",2006,80
"Georgia",2007,90
"Georgia",2008,100
"Georgia",2009,100
"Georgia",2010,100
"Georgia",2011,100
"Georgia",2012,100
"Georgia",2013,100
"Georgia",2014,100
"Georgia",2015,100
"Georgia",2016,100
"Georgia",2017,100
"Georgia",2018,100
"Georgia",2019,100
"Georgia",2020,100
"Georgia",2021,100
"Georgia",2022,100
"Georgia",2023,100
"Hawaii",1985,33.34
"Hawaii",1986,33.34
"Hawaii",1987,33.34
"Hawaii",1988,33.34
"Hawaii",1989,33.34
"Hawaii",1990,33.34
"Hawaii",1991,33.34
"Hawaii",1992,33.34
"Hawaii",1993,33.34
"Hawaii",1994,33.34
"Hawaii",1995,33.34
"Hawaii",1996,33.34
"Hawaii",1997,33.34
"Hawaii",1998,33.34
"Hawaii",1999,33.34
"Hawaii",2000,33.34
"Hawaii",2001,33.34
"Hawaii",2002,33.34
"Hawaii",2003,33.34
"Hawaii",2004,33.34
"Hawaii",2005,33.34
"Hawaii",2006,33.34
"Hawaii",2007,33.34
"Hawaii",2008,33.34
"Hawaii",2009,33.34
"Hawaii",2010,33.34
"Hawaii",2011,33.34
"Hawaii",2012,33.34
"Hawaii",2013,33.34
"Hawaii",2014,33.34
"Hawaii",2015,33.34
"Hawaii",2016,33.34
"Hawaii",2017,33.34
"Hawaii",2018,33.34
"Hawaii",2019,33.34
"Hawaii",2020,33.34
"Hawaii",2021,33.34
"Hawaii",2022,33.34
"Hawaii",2023,33.34
"Idaho",1985,33.34
"Idaho",1986,33.34
"Idaho",1987,33.34
"Idaho",1988,33.34
"Idaho",1989,33.34
"Idaho",1990,33.34
"Idaho",1991,33.34
"Idaho",1992,33.34
"Idaho",1993,33.34
"Idaho",1994,33.34
"Idaho",1995,50
"Idaho",1996,50
"Idaho",1997,50
"Idaho",1998,50
"Idaho",1999,50
"Idaho",2000,50
"Idaho",2001,50
"Idaho",2002,50
"Idaho",2003,50
"Idaho",2004,50
"Idaho",2005,50
"Idaho",2006,50
"Idaho",2007,50
"Idaho",2008,50
"Idaho",2009,50
"Idaho",2010,50
"Idaho",2011,50
"Idaho",2012,50
"Idaho",2013,50
"Idaho",2014,50
"Idaho",2015,50
"Idaho",2016,50
"Idaho",2017,50
"Idaho",2018,50
"Idaho",2019,50
"Idaho",2020,50
"Idaho",2021,50
"Idaho",2022,100
"Idaho",2023,100
"Illinois",1985,33.34
"Illinois",1986,33.34
"Illinois",1987,50
"Illinois",1988,50
"Illinois",1989,50
"Illinois",1990,50
"Illinois",1991,50
"Illinois",1992,50
"Illinois",1993,50
"Illinois",1994,50
"Illinois",1995,50
"Illinois",1996,50
"Illinois",1997,50
"Illinois",1998,50
"Illinois",1999,66.67
"Illinois",2000,83.33
"Illinois",2001,100
"Illinois",2002,100
"Illinois",2003,100
"Illinois",2004,100
"Illinois",2005,100
"Illinois",2006,100
"Illinois",2007,100
"Illinois",2008,100
"Illinois",2009,100
"Illinois",2010,100
"Illinois",2011,100
"Illinois",2012,100
"Illinois",2013,100
"Illinois",2014,100
"Illinois",2015,100
"Illinois",2016,100
"Illinois",2017,100
"Illinois",2018,100
"Illinois",2019,100
"Illinois",2020,100
"Illinois",2021,100
"Illinois",2022,100
"Illinois",2023,100
"Indiana",1985,33.34
"Indiana",1986,33.34
"Indiana",1987,33.34
"Indiana",1988,33.34
"Indiana",1989,33.34
"Indiana",1990,33.34
"Indiana",1991,33.34
"Indiana",1992,33.34
"Indiana",1993,33.34
"Indiana",1994,33.34
"Indiana",1995,33.34
"Indiana",1996,50
"Indiana",1997,50
"Indiana",1998,50
"Indiana",1999,50
"Indiana",2000,50
"Indiana",2001,50
"Indiana",2002,50
"Indiana",2003,50
"Indiana",2004,50
"Indiana",2005,50
"Indiana",2006,50
"Indiana",2007,60
"Indiana",2008,70
"Indiana",2009,80
"Indiana",2010,90
"Indiana",2011,100
"Indiana",2012,100
"Indiana",2013,100
"Indiana",2014,100
"Indiana",2015,100
"Indiana",2016,100
"Indiana",2017,100
"Indiana",2018,100
"Indiana",2019,100
"Indiana",2020,100
"Indiana",2021,100
"Indiana",2022,100
"Indiana",2023,100
"Iowa",1985,100
"Iowa",1986,100
"Iowa",1987,100
"Iowa",1988,100
"Iowa",1989,100
"Iowa",1990,100
"Iowa",1991,100
"Iowa",1992,100
"Iowa",1993,100
"Iowa",1994,100
"Iowa",1995,100
"Iowa",1996,100
"Iowa",1997,100
"Iowa",1998,100
"Iowa",1999,100
"Iowa",2000,100
"Iowa",2001,100
"Iowa",2002,100
"Iowa",2003,100
"Iowa",2004,100
"Iowa",2005,100
"Iowa",2006,100
"Iowa",2007,100
"Iowa",2008,100
"Iowa",2009,100
"Iowa",2010,100
"Iowa",2011,100
"Iowa",2012,100
"Iowa",2013,100
"Iowa",2014,100
"Iowa",2015,100
"Iowa",2016,100
"Iowa",2017,100
"Iowa",2018,100
"Iowa",2019,100
"Iowa",2020,100
"Iowa",2021,100
"Iowa",2022,100
"Iowa",2023,100
"Kansas",1985,33.34
"Kansas",1986,33.34
"Kansas",1987,33.34
"Kansas",1988,33.34
"Kansas",1989,33.34
"Kansas",1990,33.34
"Kansas",1991,33.34
"Kansas",1992,33.34
"Kansas",1993,33.34
"Kansas",1994,33.34
"Kansas",1995,33.34
"Kansas",1996,33.34
"Kansas",1997,33.34
"Kansas",1998,33.34
"Kansas",1999,33.34
"Kansas",2000,33.34
"Kansas",2001,33.34
"Kansas",2002,33.34
"Kansas",2003,33.34
"Kansas",2004,33.34
"Kansas",2005,33.34
"Kansas",2006,33.34
"Kansas",2007,33.34
"Kansas",2008,33.34
"Kansas",2009,33.34
"Kansas",2010,33.34
"Kansas",2011,33.34
"Kansas",2012,33.34
"Kansas",2013,33.34
"Kansas",2014,33.34
"Kansas",2015,33.34
"Kansas",2016,33.34
"Kansas",2017,33.34
"Kansas",2018,33.34
"Kansas",2019,33.34
"Kansas",2020,33.34
"Kansas",2021,33.34
"Kansas",2022,33.34
"Kansas",2023,33.34
"Kentucky",1985,33.34
"Kentucky",1986,50
"Kentucky",1987,50
"Kentucky",1988,50
"Kentucky",1989,50
"Kentucky",1990,50
"Kentucky",1991,50
"Kentucky",1992,50
"Kentucky",1993,50
"Kentucky",1994,50
"Kentucky",1995,50
"Kentucky",1996,50
"Kentucky",1997,50
"Kentucky",1998,50
"Kentucky",1999,50
"Kentucky",2000,50
"Kentucky",2001,50
"Kentucky",2002,50
"Kentucky",2003,50
"Kentucky",2004,50
"Kentucky",2005,50
"Kentucky",2006,50
"Kentucky",2007,50
"Kentucky",2008,50
"Kentucky",2009,50
"Kentucky",2010,50
"Kentucky",2011,50
"Kentucky",2012,50
"Kentucky",2013,50
"Kentucky",2014,50
"Kentucky",2015,50
"Kentucky",2016,50
"Kentucky",2017,50
"Kentucky",2018,100
"Kentucky",2019,100
"Kentucky",2020,100
"Kentucky",2021,100
"Kentucky",2022,100
"Kentucky",2023,100
"Louisiana",1985,33.34
"Louisiana",1986,33.34
"Louisiana",1987,33.34
"Louisiana",1988,33.34
"Louisiana",1989,33.34
"Louisiana",1990,33.34
"Louisiana",1991,33.34
"Louisiana",1992,33.34
"Louisiana",1993,33.34
"Louisiana",1994,33.34
"Louisiana",1995,33.34
"Louisiana",1996,33.34
"Louisiana",1997,50
"Louisiana",1998,50
"Louisiana",1999,50
"Louisiana",2000,50
"Louisiana",2001,50
"Louisiana",2002,50
"Louisiana",2003,50
"Louisiana",2004,50
"Louisiana",2005,50
"Louisiana",2006,50
